date,open,close,high,low,volume,amount,turn,pctChg
2003-03-03,1.6369912000,1.6456986000,1.6544060000,1.6352497200,3434161,32362004.0000,0.320890,0.320000
2003-03-04,1.6544060000,1.6631134000,1.6770452400,1.6491815600,12856981,123083733.0000,1.201362,1.060000
2003-03-05,1.6718208000,1.6578889600,1.6718208000,1.6422156400,7256945,68957277.0000,0.678092,-0.310000
2003-03-06,1.6596304400,1.6352497200,1.6683378400,1.6352497200,9944805,93963920.0000,0.929247,-1.370000
2003-03-07,1.6352497200,1.6352497200,1.6422156400,1.6300252800,4214869,39592338.0000,0.393839,0.000000
2003-03-10,1.6352497200,1.5986786400,1.6404741600,1.5969371600,14118438,130696693.0000,1.319234,-2.240000
2003-03-11,1.5951956800,1.5917127200,1.6108690000,1.5847468000,10995878,100539831.0000,1.027460,-0.440000
2003-03-12,1.5917127200,1.5986786400,1.6004201200,1.5830053200,6442505,58842449.0000,0.601991,0.440000
2003-03-13,1.5951956800,1.5969371600,1.6091275200,1.5917127200,5179805,47482538.0000,0.484003,-0.110000
2003-03-14,1.5969371600,1.6091275200,1.6195764000,1.5951956800,5790768,53527698.0000,0.541092,0.760000
2003-03-17,1.6091275200,1.6073860400,1.6143519600,1.6004201200,7679546,70730552.0000,0.717580,-0.110000
2003-03-18,1.6108690000,1.6230593600,1.6456986000,1.6073860400,13374123,125394737.0000,1.249684,0.980000
2003-03-19,1.6230593600,1.6596304400,1.6805282000,1.6195764000,26570724,253289429.0000,2.482781,2.250000
2003-03-20,1.6596304400,1.6631134000,1.6874941200,1.6544060000,13417648,128569140.0000,1.253751,0.210000
2003-03-21,1.6631134000,1.6718208000,1.6996844800,1.6544060000,18691056,180913326.0000,1.746501,0.520000
2003-03-24,1.6718208000,1.6631134000,1.6944600400,1.6526645200,13262649,127286262.0000,1.239268,-0.520000
2003-03-25,1.6578889600,1.6596304400,1.6683378400,1.6491815600,9118176,86706121.0000,0.852007,-0.210000
2003-03-26,1.6544060000,1.6892356000,1.6996844800,1.6544060000,29750253,288180590.0000,2.779878,1.780000
2003-03-27,1.6874941200,1.7571533200,1.8181051200,1.6805282000,68594934,685473786.0000,6.409543,4.020000
2003-03-28,1.7588948000,1.7606362800,1.7954658800,1.7484459200,45687773,465088473.0000,4.269087,0.200000
2003-03-31,1.7588948000,1.7902414400,1.8024318000,1.7571533200,26838315,275042185.0000,2.507785,1.680000
2003-04-01,1.7902414400,1.8198466000,1.8720910000,1.7902414400,92416960,978103705.0000,8.635485,1.650000
2003-04-02,1.8250710400,1.8285540000,1.8442273200,1.8163636400,15305012,160793608.0000,1.430108,0.480000
2003-04-03,1.8268125200,1.7919829200,1.8407443600,1.7902414400,47572054,493074941.0000,4.445155,-2.000000
2003-04-04,1.7902414400,1.8093977200,1.8337784400,1.7815340400,30731524,319893609.0000,2.871568,0.970000
2003-04-07,1.8128806800,1.8807984000,1.9034376400,1.8128806800,67546838,728663932.0000,6.311609,3.950000
2003-04-08,1.8755739600,1.8947302400,1.9225939200,1.8564176800,56735177,614063851.0000,5.301362,0.740000
2003-04-09,1.8982132000,2.0201168000,2.0340486400,1.8982132000,105539626,1178370500.0000,9.861673,6.620000
2003-04-10,2.0044434800,2.0392730800,2.0950004400,2.0044434800,248014191,2919604507.0000,16.534279,0.950000
2003-04-11,2.0549464000,2.0619123200,2.1002248800,2.0288242000,114380764,1360049896.0000,7.625384,1.110000
2003-04-14,2.0723612000,2.1385374400,2.1681426000,2.0340486400,142564660,1716814635.0000,9.504311,3.720000
