date,close
2005-10-14,1521.1969
2005-10-17,1510.4087
2005-10-18,1523.6465
2005-10-19,1514.9649
2005-10-20,1516.8757
2005-10-21,1524.1655
2005-10-24,1524.0902
2005-10-25,1498.4978
2005-10-26,1465.5499
2005-10-27,1466.4957
2005-10-28,1444.0158
2005-10-31,1460.0954
2005-11-01,1456.3807
2005-11-02,1476.328
2005-11-03,1463.725
2005-11-04,1470.2185
2005-11-07,1471.1438
2005-11-08,1483.9543
2005-11-09,1481.4067
2005-11-10,1454.9856
2005-11-11,1457.6332
2005-11-14,1455.6872
2005-11-15,1454.2717
2005-11-16,1465.596
2005-11-17,1464.9366
2005-11-18,1494.0611
2005-11-21,1498.1081
2005-11-22,1469.76
2005-11-23,1479.3629
2005-11-24,1489.6857
2005-11-25,1491.8671
2005-11-28,1486.5087
2005-11-29,1468.1099
2005-11-30,1471.2711
2005-12-01,1470.6999
2005-12-02,1464.8468
2005-12-05,1444.7631
2005-12-06,1456.3869
2005-12-07,1472.329
2005-12-08,1470.7159
2005-12-09,1491.1247
2005-12-12,1495.1132
2005-12-13,1497.2126
2005-12-14,1507.4317
2005-12-15,1505.0974
2005-12-16,1510.5122
2005-12-19,1516.3164
2005-12-20,1522.5878
2005-12-21,1515.2279
2005-12-22,1521.3501
2005-12-23,1534.3802
2005-12-26,1550.5203
2005-12-27,1547.2456
2005-12-28,1551.0492
2005-12-29,1568.3687
2005-12-30,1556.6888
2006-01-04,1583.5014
2006-01-05,1605.4911
2006-01-06,1621.9152
2006-01-09,1630.4202
2006-01-10,1637.1884
2006-01-11,1624.489
2006-01-12,1645.612
2006-01-13,1638.7065
2006-01-16,1613.8962
2006-01-17,1621.4963
2006-01-18,1655.0522
2006-01-19,1679.6413
2006-01-20,1684.783
2006-01-23,1685.5422
2006-01-24,1680.6936
2006-01-25,1688.8595
2006-02-06,1728.7031
2006-02-07,1721.416
2006-02-08,1732.2388
2006-02-09,1704.714
2006-02-10,1722.5779
2006-02-13,1718.6642
2006-02-14,1727.7818
2006-02-15,1745.1642
2006-02-16,1706.9744
2006-02-17,1702.7774
2006-02-20,1703.0926
2006-02-21,1731.2785
2006-02-22,1725.7816
2006-02-23,1732.1285
2006-02-24,1743.0429
2006-02-27,1743.6114
2006-02-28,1746.2284
2006-03-01,1756.5242
2006-03-02,1728.5395
2006-03-03,1738.9364
2006-03-06,1733.2362
2006-03-07,1694.3255
2006-03-08,1681.6414
2006-03-09,1674.7572
2006-03-10,1675.5451
2006-03-13,1694.538
2006-03-14,1693.825
2006-03-15,1715.1725
2006-03-16,1714.4718
2006-03-17,1708.2461
2006-03-20,1733.8898
2006-03-21,1736.6879
2006-03-22,1745.3195
2006-03-23,1753.1986
2006-03-24,1742.9017
2006-03-27,1744.6702
2006-03-28,1748.6806
2006-03-29,1757.9425
2006-03-30,1743.4739
2006-03-31,1748.4291
2006-04-03,1777.0858
2006-04-04,1791.1354
2006-04-05,1805.2371
2006-04-06,1804.8079
2006-04-07,1809.2997
2006-04-10,1831.1554
2006-04-11,1835.5422
2006-04-12,1832.8623
2006-04-13,1795.5428
2006-04-14,1832.3528
2006-04-17,1858.2084
2006-04-18,1867.1171
2006-04-19,1882.8857
2006-04-20,1868.4731
2006-04-21,1910.2714
2006-04-24,1900.9754
2006-04-25,1887.6165
2006-04-26,1911.6486
2006-04-27,1910.7956
2006-04-28,1942.6304
2006-05-08,2019.5079
2006-05-09,2065.6092
2006-05-10,2085.3694
2006-05-11,2074.3234
2006-05-12,2162.8039
2006-05-15,2245.6322
2006-05-16,2177.2076
2006-05-17,2193.4336
2006-05-18,2182.9924
2006-05-19,2240.2133
2006-05-22,2237.8857
2006-05-23,2166.3281
2006-05-24,2148.1007
2006-05-25,2148.9477
2006-05-26,2179.4588
2006-05-29,2226.4162
2006-05-30,2238.4101
2006-05-31,2216.9936
2006-06-01,2275.1102
2006-06-02,2255.3035
2006-06-05,2276.0509
2006-06-06,2268.8034
2006-06-07,2147.9433
2006-06-08,2150.742
2006-06-09,2096.7134
2006-06-12,2098.7909
2006-06-13,2093.1414
2006-06-14,2070.1011
2006-06-15,2073.8518
2006-06-16,2128.7525
2006-06-19,2144.9013
2006-06-20,2153.2466
2006-06-21,2161.239
2006-06-22,2158.6381
2006-06-23,2171.8541
2006-06-26,2209.5443
2006-06-27,2217.9738
2006-06-28,2217.7913
2006-06-29,2261.7093
2006-06-30,2262.6912
2006-07-03,2296.7946
2006-07-04,2275.684
2006-07-05,2325.9486
2006-07-06,2357.1471
2006-07-07,2342.0663
2006-07-10,2347.8549
2006-07-11,2363.5782
2006-07-12,2355.9053
2006-07-13,2242.0516
2006-07-14,2255.0053
2006-07-17,2279.1249
2006-07-18,2281.1544
2006-07-19,2228.3892
2006-07-20,2242.0597
2006-07-21,2256.0629
2006-07-24,2257.0765
2006-07-25,2283.6979
2006-07-26,2285.4956
2006-07-27,2270.1129
2006-07-28,2252.4904
2006-07-31,2185.8573
2006-08-01,2169.605
2006-08-02,2170.1269
2006-08-03,2170.5513
2006-08-04,2128.8217
2006-08-07,2098.1948
2006-08-08,2143.2978
2006-08-09,2140.7409
2006-08-10,2178.203
2006-08-11,2178.1874
2006-08-14,2130.6332
2006-08-15,2164.6038
2006-08-16,2192.9283
2006-08-17,2175.3599
2006-08-18,2168.3226
2006-08-21,2172.7444
2006-08-22,2189.4789
2006-08-23,2188.3513
2006-08-24,2202.9398
2006-08-25,2203.1377
2006-08-28,2240.5113
2006-08-29,2241.4846
2006-08-30,2247.3252
2006-08-31,2252.1783
2006-09-01,2222.5563
2006-09-04,2251.0176
2006-09-05,2260.1024
2006-09-06,2271.2056
2006-09-07,2256.5385
2006-09-08,2265.9465
2006-09-11,2275.6113
2006-09-12,2304.1812
2006-09-13,2295.5692
2006-09-14,2296.1631
2006-09-15,2338.9517
2006-09-18,2355.3669
2006-09-19,2358.6173
2006-09-20,2355.0149
2006-09-21,2366.6856
2006-09-22,2345.7474
2006-09-25,2341.8617
2006-09-26,2328.8193
2006-09-27,2345.8682
2006-09-28,2362.2697
2006-09-29,2383.4841
2006-10-09,2428.5038
2006-10-10,2427.9851
2006-10-11,2435.3086
2006-10-12,2419.2815
2006-10-13,2428.283
2006-10-16,2410.3016
2006-10-17,2400.426
2006-10-18,2432.3029
2006-10-19,2439.3933
2006-10-20,2437.0158
2006-10-23,2395.0533
2006-10-24,2457.573
2006-10-25,2459.7625
2006-10-26,2465.4038
2006-10-27,2460.8733
2006-10-30,2464.447
2006-10-31,2503.2328
2006-11-01,2527.565
2006-11-02,2521.774
2006-11-03,2542.4718
2006-11-06,2569.8439
2006-11-07,2574.4388
2006-11-08,2543.6972
2006-11-09,2584.3202
2006-11-10,2566.6263
2006-11-13,2540.1436
2006-11-14,2573.7011
2006-11-15,2621.1966
2006-11-16,2646.7751
2006-11-17,2688.2174
2006-11-20,2750.4435
2006-11-21,2778.3028
2006-11-22,2783.7089
2006-11-23,2812.5775
2006-11-24,2797.0479
2006-11-27,2792.4486
